strain,stress
0.0016161616161616162,312.2244820956371
0.0032323232323232323,335.13575198224316
0.0048484848484848485,357.7577894617849
0.006464646464646465,377.11043800244283
0.00808080808080808,394.6412067078893
0.009696969696969697,413.1299173354642
0.011313131313131313,429.00215547278395
0.01292929292929293,440.22190196635194
0.014545454545454545,453.12176214846477
0.01616161616161616,462.70428915979494
0.017777777777777778,471.9631950758647
0.019393939393939394,482.79469462666725
0.02101010101010101,490.1522361382782
0.022626262626262626,497.5630821002161
0.024242424242424242,503.99977499837405
0.02585858585858586,510.6127562609621
0.027474747474747475,516.2141675112495
0.02909090909090909,520.075039758016
0.030707070707070707,523.9416252808595
0.03232323232323232,526.8645797334265
0.033939393939393936,531.485931890308
0.035555555555555556,534.2304044674111
0.037171717171717175,539.1470516276919
0.03878787878787879,540.8488493104066
0.0404040404040404,543.5690702464937
0.04202020202020202,546.2591164625618
0.04363636363636364,546.3119442191164
0.04525252525252525,547.7846642568283
0.046868686868686865,549.6518527594551
0.048484848484848485,552.949164150266
0.050101010101010104,552.2824012872061
0.05171717171717172,553.3997214452095
0.05333333333333333,555.280216638512
0.05494949494949495,557.259991284982
0.05656565656565657,555.4160352306895
0.05818181818181818,558.0531453339905
0.059797979797979794,557.4596880648708
0.061414141414141414,561.0662301422985
0.06303030303030303,560.5878153857443
0.06464646464646465,559.6408176341098
0.06626262626262626,560.9293655315186
0.06787878787878787,561.0470633316394
0.0694949494949495,561.545990412182
0.07111111111111111,562.1199361067045
0.07272727272727272,562.585110550851
0.07434343434343435,562.0621381918967
0.07595959595959596,562.3631463848924
0.07757575757575758,564.0695352171439
0.07919191919191919,563.2142013311731
0.0808080808080808,563.3218028476739
0.08242424242424243,563.5063157424967
0.08404040404040404,562.5625762107688
0.08565656565656565,563.684112830987
0.08727272727272728,564.5301936092234
0.08888888888888889,564.0299973059591
0.0905050505050505,562.9434171654326
0.09212121212121212,563.5692173118439
0.09373737373737373,565.6265132770275
0.09535353535353536,564.2605243701885
0.09696969696969697,563.021145869841
0.09858585858585858,565.2039164896347
0.10020202020202021,564.0293266457519
0.10181818181818182,565.8194213867391
0.10343434343434343,563.7502506200412
0.10505050505050505,563.0230951828704
0.10666666666666666,564.9741681010368
0.10828282828282829,565.6689955617742
0.1098989898989899,563.4968840188507
0.11151515151515151,565.8564406555868
0.11313131313131314,566.4384575178295
0.11474747474747475,564.2889491029658
0.11636363636363636,564.0175981627566
0.11797979797979798,565.0207653411018
0.11959595959595959,565.2113364044895
0.12121212121212122,565.664355103812
0.12282828282828283,565.2067578290331
0.12444444444444444,566.2256769513283
0.12606060606060607,566.5419506202713
0.12767676767676767,566.8274650332424
0.1292929292929293,564.5189768860159
0.13090909090909092,565.9480131959972
0.13252525252525252,564.2039693795404
0.13414141414141414,563.8490047621814
0.13575757575757574,566.0800332844212
0.13737373737373737,564.3717503441261
0.138989898989899,564.2750880834709
0.1406060606060606,563.561693486425
0.14222222222222222,565.1140910802023
0.14383838383838385,565.0544295774298
0.14545454545454545,563.9164952651539
0.14707070707070707,565.1613039379137
0.1486868686868687,564.1463317131748
0.1503030303030303,564.5079018115041
0.15191919191919193,563.7683916379262
0.15353535353535352,563.608350803523
0.15515151515151515,565.2737346347064
0.15676767676767678,565.3895998245606
0.15838383838383838,564.8812773824717
0.16,564.8346515526209
