strain,stress
0.0,0.18373397832740304
0.0019191919191919192,383.7390314487485
0.0038383838383838384,430.3519512116668
0.005757575757575757,441.41596961816913
0.007676767676767677,451.56665664650046
0.009595959595959595,459.1522950913297
0.011515151515151515,467.2566822654849
0.013434343434343434,476.9415558925495
0.015353535353535354,482.4495786881674
0.017272727272727273,488.63452949907105
0.01919191919191919,490.70229725620226
0.021111111111111112,496.29817720153926
0.02303030303030303,499.9276141446946
0.02494949494949495,504.01651164167856
0.026868686868686868,508.25199963649214
0.02878787878787879,511.9400833412996
0.030707070707070707,513.4551055260737
0.03262626262626263,516.7176199864758
0.034545454545454546,516.8462012539457
0.036464646464646464,522.5069434496254
0.03838383838383838,522.3092997198078
0.040303030303030306,523.402502120957
0.042222222222222223,526.0748219971574
0.04414141414141414,525.7152521364794
0.04606060606060606,525.9670029021463
0.047979797979797977,530.6095976326632
0.0498989898989899,530.6715464313614
0.05181818181818182,532.7788894463944
0.053737373737373736,531.3659693995075
0.055656565656565654,532.513508161688
0.05757575757575758,535.3589557204776
0.059494949494949496,534.9803838692164
0.061414141414141414,537.4427909692718
0.06333333333333334,534.8099325722458
0.06525252525252526,534.5564290517138
0.06717171717171717,535.9562213096872
0.06909090909090909,536.3080417849646
0.07101010101010101,536.7939863209078
0.07292929292929293,537.2532240497554
0.07484848484848484,538.0293545459037
0.07676767676767676,537.6841365717954
0.07868686868686868,537.1931548753315
0.08060606060606061,537.7093157023508
0.08252525252525253,538.5761386906953
0.08444444444444445,538.0346121179404
0.08636363636363636,539.164953223181
0.08828282828282828,537.8946251499261
0.0902020202020202,538.7935759128559
0.09212121212121212,538.3906289949324
0.09404040404040404,539.5657290147058
0.09595959595959595,538.761811224416
0.09787878787878788,539.7004224403327
0.0997979797979798,539.8521500175402
0.10171717171717172,539.8610217983689
0.10363636363636364,537.7868108759739
0.10555555555555556,538.7566326544437
0.10747474747474747,539.4946003932415
0.10939393939393939,537.5872985541619
0.11131313131313131,539.7546868670138
0.11323232323232323,537.5888442160663
0.11515151515151516,539.803204155588
0.11707070707070708,540.2002151271178
0.11898989898989899,537.6869559234059
0.12090909090909091,538.0853864516944
0.12282828282828283,541.3600058918223
0.12474747474747475,540.4619035618714
0.12666666666666668,538.9531910900085
0.12858585858585858,539.3421496918357
0.1305050505050505,539.8172460401319
0.13242424242424242,540.5305273853828
0.13434343434343435,539.5712701337288
0.13626262626262625,540.7423498633716
0.13818181818181818,541.1146169377525
0.1401010101010101,541.254954016503
0.14202020202020202,540.7924320605036
0.14393939393939395,539.220221547297
0.14585858585858585,540.0495559902215
0.14777777777777779,538.7981804988258
0.1496969696969697,540.0290596262906
0.15161616161616162,540.5722834389617
0.15353535353535352,539.8894166269497
0.15545454545454546,538.5879671225475
0.15737373737373736,539.7191982047768
0.1592929292929293,539.9033647195603
0.16121212121212122,540.5393027829364
0.16313131313131313,538.6934907844116
0.16505050505050506,539.00543083055
0.16696969696969696,538.9047720905746
0.1688888888888889,540.0909934962451
0.1708080808080808,541.0893699655802
0.17272727272727273,537.6783236660955
0.17464646464646463,540.1925110411297
0.17656565656565656,541.8911413904435
0.1784848484848485,541.0312389467672
0.1804040404040404,540.5541615280218
0.18232323232323233,539.323027479865
0.18424242424242424,541.6213003055543
0.18616161616161617,539.9306989366139
0.18808080808080807,540.1945477426905
0.19,539.5883807457875
